Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
886489984	110770000	263460000	296950016	186820000	270950016	1172700032	90631000	934179968	1589100032	2064800000	394470016	1352300032	184500000	517320000	27604000	221060000	28178000	37079000	4365400064	1089699968	734700032	787329984	24153000	3119300	8871600	9430000	6384600	9842800	35237000	3551600	30882000	40599000	61513000	12727000	39004000	5600800	15375000	1058800	8894200	824220	1742400	124920000	31873000	20127000	22500000	230760000	25540000	92684000	115800000	72817000	85966000	320960000	34489000	292190016	441870016	613420032	136130000	423609984	56384000	131380000	9107500	74884000	10801000	16005000	1139399936	288540000	248230000	225710000	Bos taurus				9913	Q2KJF1
0	0	0	0	0	0	0	0	0	5786300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5786300	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KJG3
6798700	0	40131000	71552000	11083000	7978700	0	0	0	0	0	7408500	8468700	0	0	0	7900500	0	0	0	0	5617800	0	226620	0	611300	666870	191790	154490	0	0	0	0	0	246950	282290	0	0	0	114560	0	0	0	0	187260	0	34032000	0	57311000	44703000	17882000	11036000	0	0	0	0	0	17640000	20165000	0	0	0	8183500	0	0	0	0	13377000	0	Bos taurus				9913	Q2KJH4
16602000	26504000	8057500	9827600	0	0	0	0	0	11184000	0	0	0	0	0	0	0	0	7229800	0	0	7776900	0	154340	285970	335730	409480	0	0	0	0	0	466000	0	0	0	0	0	0	0	0	216230	0	0	324040	0	19926000	9576400	24472000	27861000	0	0	0	0	0	35169000	0	0	0	0	0	0	0	0	6415600	0	0	22047000	0	Bos taurus				9913	Q2KJH6
4855200	4426800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194210	177070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7084600	4426800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KJH9
0	0	5344200	0	0	0	2635900	0	0	66426000	0	21513000	0	0	0	0	0	0	0	0	0	0	0	0	0	254490	0	0	0	125520	0	0	2218700	0	686080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48191000	0	21513000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2NKY7
0	0	0	0	0	0	0	0	16399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2T9V8
0	0	0	0	0	7201100	0	0	0	0	153690000	0	28537000	0	9791400	0	33908000	0	0	0	0	0	0	0	0	0	0	0	125470	0	0	0	0	3221500	0	798560	0	135160	0	495190	0	0	0	0	0	0	0	0	0	0	0	8442200	0	0	0	0	98044000	0	28537000	0	11479000	0	30654000	0	0	0	0	0	0	Bos taurus				9913	Q2TA40
33925000	51659000	30843000	81000000	0	0	0	0	4679300	0	0	3702700	3617700	0	2567500	0	0	0	0	0	5552700	8839900	3793700	380820	614050	177390	1004000	0	0	0	0	275250	0	0	217810	212800	0	151030	0	0	0	0	0	326630	519990	223160	26030000	27609000	27964000	46938000	0	0	0	0	12778000	0	0	10111000	9879200	0	7011400	0	0	0	0	0	15163000	24047000	10360000	Bos taurus				9913	Q2TA49
132590000	87638000	90415000	78665000	0	0	4158400	11824000	23822000	84348000	0	62059000	0	0	0	0	0	0	1187700	0	39470000	42047000	46635000	4410500	3318100	2272100	2297300	0	0	218870	389290	930560	2565900	0	1854500	0	0	0	0	0	0	62511	0	987400	1273800	1413700	68565000	55048000	50128000	51417000	0	0	14367000	15115000	21894000	51281000	0	43722000	0	0	0	0	0	0	4216400	0	27733000	28224000	28967000	Bos taurus				9913	Q2TBI0
0	0	0	0	0	0	0	0	0	0	45820000	0	22761000	0	0	0	85485000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3091600	0	240420	0	0	0	4626300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65035000	0	62353000	0	0	0	76711000	0	0	0	0	0	0	Bos taurus				9913	Q2TBP0
0	0	0	0	0	0	0	0	0	0	104730000	0	0	0	0	0	0	0	33387000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272800	0	0	0	0	0	0	0	583100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71639000	0	0	0	0	0	0	0	22885000	0	0	0	0	Bos taurus				9913	Q2TBU0
0	0	0	0	63614000	65735000	0	0	0	0	443260000	0	220190000	0	0	4450600	287860000	0	0	0	16731000	15178000	14278000	0	0	0	0	1793100	1906700	0	0	0	0	16487000	0	8030200	0	0	342350	10376000	0	0	0	439420	397080	334960	0	0	0	0	41757000	39696000	0	0	0	0	214020000	0	119090000	0	0	5655400	160400000	0	0	0	21210000	19241000	18101000	Bos taurus				9913	Q2TBX6
5925400064	440300000	78673002496	68373000192	16243000320	8041299968	7119799808	2959599872	6956499968	31520000000	7804400128	43683999744	12462000128	1405799936	2043900032	169020000	1619500032	211590000	375030016	7116899840	28803999744	27537999872	29382000640	30698000	2085200	431040000	381169984	89403000	44379000	39341000	16093000	40114000	177460000	44978000	240600000	72794000	7760000	11467000	828970	8820600	1144300	1910400	40084000	164200000	153090000	157190000	755889984	57775000	7954299904	7343499776	1534899968	912849984	804990016	370929984	902380032	3459099904	908240000	5085400064	1272199936	206680000	227540000	22322000	210100000	32158000	56211000	906609984	3202200064	2254000128	3422700032	Bos taurus				9913	Q2UVX4
0	0	6441300	6285000	60292000	42076000	0	0	286190016	0	426329984	0	245900000	0	0	7073200	402470016	0	0	0	11417000	11667000	17378000	0	0	378900	369710	3025100	2475000	0	0	16834000	0	21924000	0	12527000	0	0	293450	21566000	0	0	0	671590	686300	1022300	0	0	20847000	14158000	42146000	40053000	0	0	644670016	0	223020000	0	139530000	0	0	4330000	224590000	0	0	0	36950000	37760000	31252000	Bos taurus				9913	Q2YDE4
0	0	0	0	25747000	22531000	0	0	0	0	238140000	0	149100000	0	0	2029500	175340000	0	0	0	5046100	4502400	3503500	0	0	0	0	1169700	1078100	0	0	0	0	8559500	0	6207800	0	0	126840	6629300	0	0	0	315380	281400	218970	0	0	0	0	27727000	25556000	0	0	0	0	138330000	0	107240000	0	0	3006900	91435000	0	0	0	17018000	15185000	11816000	Bos taurus				9913	Q32KL2
0	0	387020000	268340000	48136000	0	0	0	0	372550016	0	0	0	0	0	0	0	0	0	0	0	0	95618000	0	0	17592000	12197000	2188000	0	0	0	0	16934000	0	0	0	0	0	0	0	0	0	0	0	0	4346300	0	0	567449984	393440000	70577000	0	0	0	0	1171699968	0	0	0	0	0	0	0	0	0	0	0	0	140200000	Bos taurus				9913	Q32KM1;Q0VCD2
57396000	3421100	664240000	303630016	141560000	117230000	37544000	45663000	70500000	61308000	71143000	99442000	70458000	49575000	9370100	1006800	38625000	42278000	59069000	34095000	214540000	133450000	194040000	5081300	380130	63851000	27693000	13982000	10621000	4171600	4440300	6241700	4500500	7904700	11049000	7828600	4333000	1041100	111870	3476600	4697500	6563300	3788400	16904000	14828000	17207000	45732000	6004000	536920000	218740000	117380000	95591000	44531000	39962000	66628000	55739000	71143000	99442000	70458000	38997000	16444000	1767000	37111000	42278000	59069000	40440000	143900000	124970000	142880000	Bos taurus				9913	Q32KY0
5481000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747900	4045100	6444600	0	0	0	913490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457980	674180	1074100	0	0	0	5481000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747900	4045100	6444600	0	0	0	Bos taurus				9913	Q32L76
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916500	0	0	0	0	0	0	Bos taurus				9913	Q32LM2
116440000	91716000	490830016	493160000	225460000	3577100	298060000	64100000	646860032	2397299968	0	1379100032	153170000	29431000	155990000	0	0	1797500	2986600	0	671289984	574640000	580160000	2344300	1276500	8837200	9386000	4556000	99363	5416500	1336200	13069000	40947000	0	25074000	1909800	560070	2926600	0	0	49929	11902	0	12900000	9978700	9700800	43202000	20698000	120550000	115540000	62543000	0	93918000	22963000	141250000	489840000	0	314640000	76325000	17500000	45399000	0	0	3822300	5439900	0	159070000	180310000	168040000	Bos taurus				9913	Q32LP0
0	0	0	0	0	4178100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4178100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q32PI5
244020000	33344000	0	0	0	0	8168700	0	6596100	6271400	25638000	0	0	0	0	0	0	229160000	607609984	72161000	0	0	7029200	6873500	1015400	0	0	0	0	187360	0	314100	298640	346140	0	0	0	0	0	0	7705500	17575000	1345600	0	0	334730	62964000	11308000	0	0	0	0	15674000	0	0	0	25638000	0	0	0	0	0	0	56489000	166420000	58264000	0	0	14680000	Bos taurus				9913	Q32PJ2
0	0	8785100	0	0	0	2813200	0	4991700	0	0	0	0	0	0	0	0	0	0	0	99971000	0	0	0	0	100980	0	0	0	32335	0	57376	0	0	0	0	0	0	0	0	0	0	0	1149100	0	0	0	0	113750000	0	0	0	40999000	0	72749000	0	0	0	0	0	0	0	0	0	0	0	113750000	0	0	Bos taurus				9913	Q32S24
0	0	0	0	135120000	132420000	0	0	0	0	7218300	0	51321000	0	7166800	0	6251200	0	0	0	11414000	0	4504800	0	0	0	0	1378000	1431500	0	0	0	0	138810	0	426950	0	137820	0	67441	0	0	0	219500	0	86630	0	0	0	0	49793000	44219000	0	0	0	0	20564000	0	39384000	0	25496000	0	9532500	0	0	0	40605000	0	0	Bos taurus				9913	Q3B7N2
198230000	80505000	36511000	38080000	10414000	5781700	0	0	0	0	0	13765000	26525000	0	0	0	15146000	11029000	15154000	0	0	0	12430000	7702500	2786400	1659600	1730900	473350	262800	0	0	0	0	0	625690	612230	0	0	0	435780	501300	688840	0	0	0	564980	107850000	27441000	27685000	32205000	16482000	29253000	0	0	0	0	0	32852000	28637000	0	0	0	27566000	11457000	14430000	0	0	0	26427000	Bos taurus				9913	Q3MHL4
71729000	16455000	219900000	69820000	700940032	757190016	22465000	15178000	29577000	65014000	2080800000	155880000	1619500032	6202200	24475000	27871000	1579200000	12483000	26428000	0	195550000	235070000	288100000	2955800	569360	7992000	3491000	22832000	23273000	733330	672900	1478900	2544000	70513000	5254600	56266000	208480	1017300	1043300	47708000	532500	820980	0	8148200	7971500	12270000	31909000	7879200	118500000	51305000	263580000	270920000	32206000	11365000	44085000	49545000	743459968	81809000	632920000	6914400	17398000	10849000	477860000	9369600	8936500	0	82746000	105150000	171010000	Bos taurus				9913	Q3MHM5;Q3ZBU7
0	0	7055800	0	37245000	25381000	0	0	0	0	183580000	0	161280000	0	0	2888600	223210000	0	0	0	18929000	14677000	9506700	0	0	641440	0	3385900	2307400	0	0	0	0	16689000	0	14662000	0	0	262600	20292000	0	0	0	1720900	1334200	864240	0	0	10245000	0	37245000	36853000	0	0	0	0	183580000	0	146340000	0	0	4194200	191130000	0	0	0	18929000	21310000	19813000	Bos taurus				9913	Q3MHN0
121100000	9115300	2436800000	2858599936	359320000	76022000	533790016	481580000	794630016	4015899904	73450000	4142400000	340270016	150790000	120150000	402950	0	9512400	7012200	33134000	1804300032	1582599936	1561100032	3195900	150230	66197000	75985000	8375500	2296300	14625000	11419000	19518000	98885000	2014400	100470000	10083000	3732900	3038600	14924	0	174120	133000	1227200	45793000	38581000	43328000	69028000	6459200	710209984	734899968	155820000	33391000	208020000	163240000	302460000	939859968	69151000	1195699968	150380000	77739000	51945000	1247100	0	7420600	7478900	44805000	473040000	489990016	501870016	Bos taurus				9913	Q3MHN2
5129500160	669920000	1067299968	1316000000	1291500032	1335200000	5506599936	4519199744	4256600064	3403099904	4114899968	1174899968	3612300032	6965899776	1062000000	92505000	897379968	39114000	156310000	6781199872	2668499968	2536499968	2530200064	63990000	8075700	15169000	15905000	19198000	19381000	81768000	65819000	79935000	50499000	66571000	15269000	60021000	91415000	13340000	1008000	11017000	318410	1285200	105090000	41124000	39632000	37873000	1902499968	213250000	503860000	566129984	495460000	549080000	1748300032	1232400000	1463200000	1181799936	1700899968	481800000	1265900032	2392900096	436950016	38110000	386510016	34718000	76392000	2020800000	898620032	850030016	800889984	Bos taurus				9913	Q3MHN5
0	10351000	0	0	0	0	0	0	0	53398000	0	28913000	0	0	21026000	0	0	0	0	0	3123100	0	6035300	0	341310	0	0	0	0	0	0	0	1922900	0	1220600	0	0	827910	0	0	0	0	0	260260	0	502940	0	7434400	0	0	0	0	0	0	0	40518000	0	24145000	0	0	18230000	0	0	0	0	0	0	0	18545000	Bos taurus				9913	Q3MHY1
128010000	16366000	249860000	448600000	2510700032	2798200064	493569984	106630000	1017000000	444900000	42294000	299500000	24346000	143940000	34114000	0	4314200	0	0	26130000	511300000	526520000	462990016	1964400	184960	2840300	6439000	32361000	40179000	6779800	1415700	14940000	6000400	1113000	4432200	640680	2318100	593050	0	113530	0	0	687640	7743200	6576900	7656100	83100000	11004000	142320000	182820000	323880000	609980032	219820000	65338000	374040000	405190016	49968000	158980000	55469000	122760000	27404000	0	0	0	0	53022000	164130000	162200000	149050000	Bos taurus				9913	Q3SWW8
18053000	15256000	148290000	76707000	180140000	126470000	5024800	0	24519000	186130000	213560000	148260000	296689984	0	7446500	739690	156270000	1403700	3065300	0	88882000	97354000	99524000	164700	309550	3930200	1668800	5488100	3044200	209360	0	698350	4692300	4913200	3320100	8032800	0	143010	30820	4027900	58486	127720	0	1963200	2401700	2800300	19274000	10698000	58237000	42350000	61388000	48636000	11032000	0	28169000	91525000	85390000	59436000	95485000	0	10287000	1624100	66542000	0	6730300	0	50112000	52187000	48377000	Bos taurus				9913	Q3SWY2
9517899776	450080000	11815999488	13523999744	609289984	114200000	1099000064	492060000	1716599936	11495999488	431550016	12992000000	653859968	314300000	206890000	10806000	79648000	3285700	6810200	333220000	5361800192	5884700160	5910199808	117080000	5004500	138240000	165780000	9907000	2229300	16693000	5842200	23402000	152440000	7298500	152580000	10912000	4622000	3613100	113460	1473200	65762	54060	5252900	70315000	77663000	70319000	1784300032	95698000	2323699968	2557600000	158800000	43167000	215790000	133230000	369510016	2317700096	170870000	2729900032	213160000	88949000	76565000	12519000	44671000	5998700	14296000	140240000	1124199936	1182800000	1199200000	Bos taurus				9913	Q3SX14
0	0	9603300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4810100	37998000	0	0	0	0	0	0	1600500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201200	1816400	0	0	0	0	0	0	18308000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4608400	28679000	0	0	0	0	Bos taurus				9913	Q3SYR5
0	0	16240000	4464500	0	0	0	0	0	55389000	0	24843000	0	0	0	0	0	0	0	0	0	4581700	3686200	0	0	360880	99212	0	0	0	0	0	992840	0	552060	0	0	0	0	0	0	0	0	0	101820	81915	0	0	26114000	18728000	0	0	0	0	0	51010000	0	26690000	0	0	0	0	0	0	0	0	0	9348800	13576000	Bos taurus				9913	Q3SYU2
8895100	8008300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313930	527110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9923700	8149800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3SYU6
155160000	54846000	247520000	289070016	208070000	0	88200000	39875000	107440000	2371000064	0	1371200000	95465000	23443000	0	0	0	0	0	0	449550016	537870016	558440000	2203600	587860	3901700	4373400	3023700	0	1179800	730450	1154000	48444000	0	24667000	1529400	431030	0	0	0	0	0	0	5736400	7409500	7081700	79522000	35417000	143840000	158700000	119030000	0	65707000	23992000	64656000	966990016	0	592870016	84800000	13773000	0	0	0	0	0	0	247640000	256700000	299820000	Bos taurus				9913	Q3SYV4
0	0	30143000	17555000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602480	247680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26246000	21316000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3SYW2
3226700	0	0	0	9536200	2646500	0	0	0	0	5656600	0	14531000	0	0	0	0	0	0	0	0	0	0	140290	0	0	0	414620	115070	0	0	0	0	245940	0	377620	0	0	0	0	0	0	0	0	0	0	4766200	0	0	0	11410000	3909200	0	0	0	0	8355400	0	17274000	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3SZ54;Q3SZ65
1843399936	235710000	2727300096	3083599872	1640899968	1835900032	6421199872	1575900032	5656900096	7415399936	10872999936	2554299904	7286600192	1819500032	2887899904	202020000	1289699968	102100000	214230000	16339000320	4552200192	4985600000	4552699904	21094000	3169300	35255000	36924000	19841000	24802000	81273000	19757000	76129000	98301000	140930000	36281000	107490000	21048000	36224000	2391000	15246000	1323800	2179600	188900000	62163000	62347000	60592000	489840000	66795000	626880000	698209984	381990016	379510016	1335699968	343420000	1424700032	1721600000	2296499968	650310016	1503500032	421660000	568230016	49106000	296080000	31780000	69044000	3780800000	1212700032	1082599936	1074099968	Bos taurus				9913	Q3SZ57
0	0	0	0	3037300	9248900	0	0	0	0	53903000	0	41099000	0	0	0	40655000	0	0	0	0	0	0	0	0	0	0	303730	924890	0	0	0	0	5390300	0	4109900	0	0	0	4065500	0	0	0	0	0	0	0	0	0	0	8829900	10333000	0	0	0	0	53903000	0	41099000	0	0	0	45422000	0	0	0	0	0	0	Bos taurus				9913	Q3SZC2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088500	0	0	0	0	Bos taurus				9913	Q3SZD7
0	0	0	0	0	0	0	0	0	0	6502600	0	0	0	0	0	10334000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464470	0	0	0	0	0	738140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8469400	0	0	0	0	0	10334000	0	0	0	0	0	0	Bos taurus				9913	Q3SZI4
0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599940	1199500	0	0	0	0	0	122050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23075	46136	0	0	0	0	0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863160	1725800	0	0	0	0	Bos taurus				9913	Q3SZJ0
0	0	0	0	0	0	0	0	0	15222000	0	9544300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724870	0	454490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15222000	0	9544300	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3SZN0
4723800	0	38743000	66171000	93246000	65676000	29390000	2570800	42605000	394230016	218380000	155860000	370640000	0	41263000	5004700	107660000	0	0	0	137300000	86116000	125200000	295240	0	63187	2079300	3219500	1888100	58998	160680	286490	2735500	1500100	2359800	1416900	0	190650	130430	598770	0	0	0	247850	316720	295970	25464000	0	49494000	60979000	78144000	66459000	41108000	13858000	51003000	250640000	180120000	96939000	286830016	0	38718000	5619100	84944000	0	0	0	114910000	114730000	97441000	Bos taurus				9913	Q3SZP2
56949000	18486000	514400000	547459968	396040000	391129984	1087399936	28255000	920449984	2692100096	3705700096	747720000	2466599936	84364000	612070016	48711000	432729984	15492000	44252000	9030800384	1888999936	1651299968	1518999936	2884500	850230	17328000	19576000	13051000	13224000	41953000	1258700	38746000	126380000	144670000	22640000	99491000	2079000	21161000	2072100	14654000	450760	1770900	361710016	75325000	67340000	57869000	38760000	11075000	203900000	278190016	157760000	145740000	492630016	19320000	429980000	1453500032	1560599936	276009984	1200199936	27716000	235360000	24239000	174220000	5705500	26420000	3879099904	767849984	697329984	658110016	Bos taurus				9913	Q3SZR3
0	0	0	4940700	0	0	0	0	0	0	0	23817000	0	0	0	0	0	0	0	0	0	0	5236400	0	0	0	205860	0	0	0	0	0	0	0	293520	0	0	0	0	0	0	0	0	0	0	218190	0	0	0	14013000	0	0	0	0	0	0	0	23817000	0	0	0	0	0	0	0	0	0	0	12544000	Bos taurus				9913	Q3SZV3
256230000	27060000	544400000	695729984	492470016	403200000	938630016	110130000	825560000	1205299968	1687699968	462769984	1211500032	160010000	391870016	29146000	288649984	15250000	66805000	2443399936	750710016	797809984	809790016	2060500	219160	6445300	6091500	4861500	4006900	8179600	1121100	8794900	18052000	17464000	5073400	13441000	1604400	3784200	279470	4734400	134560	246370	32033000	8985500	8034000	8896900	113630000	14787000	227000000	234090000	155650000	142980000	349400000	48054000	372529984	438609984	466329984	181100000	379960000	64896000	111450000	10977000	107800000	12025000	31621000	735289984	303480000	260310000	295289984	Bos taurus				9913	Q3SZV7
0	0	5610200	0	0	0	46958000	0	118530000	0	0	48949000	0	0	85830000	0	0	0	0	0	0	12520000	7202800	0	0	561020	0	0	0	4695800	0	8262300	0	0	3746600	0	0	6179100	0	0	0	0	0	0	1252000	720280	0	0	13745000	0	0	0	44059000	0	83540000	0	0	38210000	0	0	58994000	0	0	0	0	0	0	20968000	0	Bos taurus				9913	Q3T004
0	0	3028000	3923900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302800	392390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028000	3923900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3T035
29639999488	4039800064	571619968	2701700096	343860000	343560000	3266299904	920089984	3571599872	1987100032	2129600000	462300000	1343800064	1698000000	431900000	31152000	252560000	80779000	248860000	2742700032	1710300032	1650700032	1577900032	356070016	48810000	8534100	34397000	5789600	4413800	40591000	12481000	42996000	23296000	30325000	7708800	18001000	22222000	5888100	329860	4109700	1224600	2793600	35837000	22057000	21186000	19144000	5361699840	847609984	175410000	654040000	144960000	122930000	654129984	249400000	596209984	378609984	470820000	172740000	357560000	429670016	151850000	13294000	105300000	30712000	75588000	643310016	390670016	439070016	379420000	Bos taurus				9913	Q3T052
49122000	32540000	72742000	40193000	61908000	32358000	46752000	6721000	85566000	128740000	64571000	51040000	82441000	6145200	14763000	745260	64388000	2130100	24386000	0	32225000	50199000	47422000	2730400	1504900	3995500	2068500	3350000	1246400	2106000	611000	3173900	6830900	2658200	3152200	3920800	558650	816720	67751	4252700	193650	1270300	0	1614100	2195900	2671300	39280000	23854000	50367000	34845000	47855000	32358000	46752000	13958000	85566000	93582000	54780000	50546000	82441000	12762000	17138000	1547800	38026000	0	18050000	0	37407000	50199000	48028000	Bos taurus				9913	Q3T054
184690000	13045000	661009984	661139968	9307500	0	100730000	59409000	270080000	245510000	2792100	296660000	6852000	58757000	7053600	0	0	0	0	8147100	142960000	233850000	142620000	3633400	114620	11684000	12105000	297770	0	2839000	992990	5997800	6664200	199440	7111700	489430	1125200	207670	0	0	0	0	252030	3239000	4078900	3390600	97572000	8237400	303729984	286729984	13371000	0	75995000	33399000	144310000	145890000	9963300	146090000	24451000	29545000	10133000	0	0	0	0	11704000	92182000	103850000	95298000	Bos taurus				9913	Q3T0A3
0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3T0D0
0	0	0	0	0	0	0	0	0	17924000	0	4138100	0	0	966000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298920	0	129320	0	0	30188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18709000	0	6953900	0	0	23028000	0	0	0	0	0	0	0	0	Bos taurus				9913	Q3T0K2
23582000	37951000	37818000	39820000	0	0	0	0	28620000	69866000	0	87606000	0	0	10211000	0	0	8545000	13759000	0	34016000	30518000	36027000	132710	175060	1400700	63168	0	0	0	0	88951	2587600	0	316200	0	0	378200	0	0	316480	16659	0	1259900	1130300	1334300	25841000	21674000	37818000	38114000	0	0	0	0	33878000	69866000	0	69120000	0	0	13195000	0	0	8545000	13310000	0	34016000	30518000	36027000	Bos taurus				9913	Q3T0P6
